FOGLIO,PLLA,n_record,subalterni,CATEGORIA,TIPO,SUBTIPO,INDIRIZZO,NUMERO_CIVICO
71,1064,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,18
71,1065,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,18
71,1068,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,16
71,1069,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,16
71,1074,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,14
71,1075,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,14
71,1076,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,12
71,1077,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,12
71,1109,2,17 20,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA ROCCELLA GUSTAVO,68
71,1112,2,7 12,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,17
71,1113,3,3 5 10,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,19
71,1114,5,23 9 12 1 3,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,27
71,1115,2,7 6,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,57
71,1117,10,11 13 17 19 1 4 5 7 8 10,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,5
71,1178,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,14
71,1179,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,14
71,1186,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,17
71,1644,1,,Area,AREA,AREA LIBERA,VIA PONTE CORLEONE TOLENTINO2,
71,1648,1,,Area,AREA,AREA LIBERA,VIA PONTE CORLEONE TOLENTINO2,
72,EX 11,5,,Unità non abitativa,LOCALE,MAGAZZINO,VIA NISSA,1
72,112,1,,Edificio,IMPIANTO SPORTIVO,PALESTRA,VIA NISSA,1
72,115,8,,Unità abitativa,ABITAZIONE DI SERVIZIO,ALLOGGIO CUSTODE,VIA S.FILIPPO,11
72,277,1,11,Unità non abitativa,LOCALE,AUTORIMESSA,VIA DELL'ORSA MAGGIORE,110
72,1588,2,5 9,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA VILLAGRAZIA,199/C
72,1731,1,,Edificio,SCUOLA,ELEMENTARE,VIA ORTIGIA,19
73,678,2,34 6,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA VILLAGRAZIA,59/L
74,529,1,18,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA CAMPISI GIOVANNI,24/A
74,860,36,63 69 117 87 55 57 58 46 50 47 30 44 45 48 8 62 124 149 153 154 182 167 184 148 186 189 175,Unità non abitativa,CULTURALE,CENTRO CULTURALE,VIA LA COLLA FRANCESCO,56
75,141,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,145,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,151,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,152,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,182,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,187,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,188,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,189,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,231,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,275,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DELL'ORSA MINORE,3
75,569,3,78 77 93,Unità non abitativa,LOCALE,MAGAZZINO,VIA BELMONTE CHIAVELLI,2-4
75,621,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,622,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,625,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,629,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,631,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,633,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,635,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
75,679,1,,Area,IMPIANTO SPORTIVO,PALESTRA,VIA S.MARIA DI GESU',15
76,586,4,9 7 18 12,Unità non abitativa,AREA,LASTRICO SOLARE,VIA MAIONE DA BARI,15
77,EX 52,1,,Edificio,SCUOLA,MEDIA,VIA PECORI GIRALDI GUGLIELMO M,
77,69,1,,Edificio,UFFICIO,UFFICIO COMUNALE,VIA MESSINA MARINE,52
77,326,1,14,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA PIANELL GIUSEPPE,17
77,480,1,11,Unità non abitativa,EDILIZIA RESIDENZIALE,NON CLASSIFICATO,VIA MESSINA MARINE,315
77,1092,2,1 4,Unità non abitativa,LOCALE,MAGAZZINO,VIA BAZZANO DOMENICO,19/21
77,1226,3,11 10 9,Unità non abitativa,LOCALE,MAGAZZINO,VIA MESSINA MARINE,429
77,1398,1,1,Unità non abitativa,LOCALE,MAGAZZINO,VIA MESSINA MARINE,429
77,1455,1,,Area,VERDE,AGRICOLO,,
77,2842,1,14,Unità non abitativa,LOCALE,MAGAZZINO,VIA BAZZANO DOMENICO,17
77,2887,1,8,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DI PASQUALE GAETANO,13
77,2912,1,,Area,VERDE,AGRICOLO,,
77,3011,4,16 17 14 13,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA PORTELLA DELLA GINESTRA,25
77,3046,1,,Area,VERDE,AGRICOLO,,
77,3058,5,9,Unità non abitativa,LOCALE TECNICO,AUTOCLAVE,VIA HASSAN EMIRO,20
77,3213,2,22 23,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA FUNAIOLI GINO,3/D
77,3458,2,1 2,Unità non abitativa,EDILIZIA RESIDENZIALE,MAGAZZINO (E.R.),VIA FUNAIOLI GINO,3/D
77,3484,7,58 59 74 70 64 63 65,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA MELI FILIPPO MONS.,5
77,3525,5,6 11 28 35 36,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),P.LE COSENZ ENRICO,1
77,3599,3,22,Area,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA CIALDINI ENRICO,1
77,3600,2,38 37,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA PIANELL GIUSEPPE,37
77,3615,4,16 18 8 21,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),CORSO DEI MILLE,532
77,3620,2,3 15,Unità non abitativa,EDILIZIA RESIDENZIALE,MAGAZZINO (E.R.),VIA CIRINCIONE GIUSEPPE,58/B
77,5444,6,23 7 11 12 15 04/05/2026,Unità non abitativa,AREA,LASTRICO SOLARE,P.LE S.ANNA FRATELLI,9
77,5843,1,,Area,VERDE,AGRICOLO,,
77,5845,1,,Area,VERDE,AGRICOLO,,
77,5901,1,,Area,VERDE,AGRICOLO,,
77,5905,2,,Area,VERDE,AGRICOLO,,
77,5995,1,,Area,VERDE,AGRICOLO,,
77,5997,1,,Area,VERDE,AGRICOLO,,
80,616,1,14,Unità non abitativa,LOCALE,BOX,P.LE BELL'ALBA,4
81,1564,1,,Area,AREA,PARZIALMENTE EDIFICATA,VIA AGNETTA,91
81,1572,1,,Area,AREA,PARZIALMENTE EDIFICATA,VIA AGNETTA,91
81,1640,1,,Area,AREA,PARZIALMENTE EDIFICATA,VIA AGNETTA,91
81,1641,1,,Area,AREA,PARZIALMENTE EDIFICATA,VIA AGNETTA,91
82,358,1,5,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA AGNETTA,133
82,359,3,6 5 1,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA AGNETTA,133
82,360,3,1,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA BARONE DELLA SCALA,23
82,391,1,11,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA BARONE DELLA SCALA,23
82,903,1,37,Unità non abitativa,LOCALE,MAGAZZINO,VIA BARONE DELLA SCALA,23
83,43,1,,Edificio,SCUOLA,ASILO NIDO,VIA ALOI,1
83,264,2,,Terreno,PARCHEGGIO,PARCHEGGIO PUBBLICOVIA DELL'ANTILOPE,,
83,348,1,,Edificio,SCUOLA,ASILO NIDO,VIA ALOI,1
83,550,1,,Edificio,SCUOLA,ASILO NIDO,VIA ALOI,1
83,743,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIALE REGIONE SICILIANA,2512
83,744,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIALE REGIONE SICILIANA,2512
83,748,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIALE REGIONE SICILIANA,2512
83,749,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIALE REGIONE SICILIANA,2512
83,760,3,1 2 4,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),LARGO DEI FALCHI,1
83,761,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),LARGO DEI FALCHI,1
83,762,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),LARGO DEI FALCHI,1
83,763,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),LARGO DEI FALCHI,1
83,1865,1,,Edificio,SCUOLA,ASILO NIDO,VIA ALOI,1
83,2099,6,2 12 3 5 8 10,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA MANIACI GIUSEPPE,23
83,2117,9,1 2 3 4 7 9 10 11 12,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),LARGO DEI PINGUINI,4
84,-1791,1,,Terreno,VERDE,VERDE PUBBLICO,VIA DELL'ERMELLINO,39
84,1511E,1,,Terreno,VERDE,VERDE PUBBLICO,VIA DELL'ERMELLINO,39
84,463,1,,Terreno,VERDE,VERDE PUBBLICO,VIA DELL'ERMELLINO,39
84,506,1,,Terreno,VERDE,VERDE PUBBLICO,VIA DELL'ERMELLINO,39
84,628,1,,Edificio,SCUOLA,MATERNA/ELEMENTARE/MEDIA,VIA BONAGIA,14
84,633,1,,Edificio,SCUOLA,MATERNA/ELEMENTARE/MEDIA,VIA BONAGIA,14
84,650,1,,Edificio,SCUOLA,MATERNA/ELEMENTARE/MEDIA,VIA BONAGIA,14
84,674,1,,Terreno,VERDE,VERDE PUBBLICO,VIA DELL'ERMELLINO,39
84,859,1,,Edificio,SCUOLA,MATERNA/ELEMENTARE/MEDIA,VIA BONAGIA,14
84,2157,1,,Area,AREA,PARZIALMENTE EDIFICATA,VIA FALSOMIELE,77
84,2230,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA FALSOMIELE,77
84,2236,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA FALSOMIELE,77
85,415,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,601,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,994,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,995,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,996,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,997,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,998,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,999,1,,Terreno,AREA,TERRENO,VIA S.MARIA DI GESU',258
85,1640,1,,Terreno,EDILIZIA RESIDENZIALE,NON CLASSIFICATO,VIA FALSOMIELE,15
85,1641,1,,Terreno,EDILIZIA RESIDENZIALE,NON CLASSIFICATO,VIA FALSOMIELE,15
85,2033,1,,Terreno,AREA,TERRENO,VIA BELMONTE CHIAVELLI,164 - 270
86,381,1,,Edificio,SCUOLA,ELEMENTARE,VIA PARATORE GIUSEPPE,34
86,383,1,,Edificio,SCUOLA,ELEMENTARE,VIA PARATORE GIUSEPPE,34
86,765,2,5 9,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA TANTILLO ANTONIO,5
86,786,3,2 100 24,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIALE REGIONE SICILIANA S.E.,4890
86,960,1,,Area,IMPIANTO TECNICO,POZZO,VIA S.MARIA DI GESU',
86,962,1,,Area,IMPIANTO TECNICO,POZZO,VIA S.MARIA DI GESU',
86,964,1,,Area,IMPIANTO TECNICO,POZZO,VIA S.MARIA DI GESU',
87,240,1,1,Edificio,SCUOLA,ELEMENTARE,VIA S.MARIA DI GESU',89
88,197,1,47,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA HAZON AZOLINO,1
88,1119,1,35,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),FONDO MORTILLARO,6
88,2169,2,17 1,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA GIAFAR EMIRO,38
88,2280,3,16 8 12,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),PIAZZA BANDI GIUSEPPE,1
88,2452,4,45 72 41 52,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BIONDO ANDREA,3
88,2454,11,55 2 57 58 1 30,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA HAZON AZOLINO,4
88,2464,1,,Unità non abitativa,LOCALE,MAGAZZINO,VIA GIAFAR EMIRO,36-36
88,3103,1,,Edificio,SCUOLA,MATERNA,VIA S.ALBERTO DEGLI ABATI,12
89,81,1,,Terreno,AREA,AREA LIBERA,VIA MESSINA MARINE,
89,82,1,,Terreno,AREA,AREA LIBERA,VIA MESSINA MARINE,
89,164,1,,Edificio,SCUOLA,MATERNA,VIA SACCO E VANZETTI,42
89,307,1,,Area,VERDE,AGRICOLO,,
89,854,1,,Edificio,IMPIANTO SPORTIVO,PALESTRA,VIALE XXVII MAGGIO,28
89,857,1,,Edificio,IMPIANTO SPORTIVO,PALESTRA,VIALE XXVII MAGGIO,28
89,860,1,,Edificio,IMPIANTO SPORTIVO,PALESTRA,VIALE XXVII MAGGIO,28
89,871,1,,Edificio,IMPIANTO SPORTIVO,PALESTRA,VIALE XXVII MAGGIO,28
89,883,1,,Edificio,IMPIANTO SPORTIVO,PALESTRA,VIALE XXVII MAGGIO,28
89,941,1,,Edificio,IMPIANTO SPORTIVO,PALESTRA,VIALE XXVII MAGGIO,28
89,1021,1,,Edificio,SCUOLA,MATERNA,VIA SACCO E VANZETTI,42
89,1046,1,,Area,VERDE,AGRICOLO,,
89,1095,1,,Area,VERDE,AGRICOLO,,
89,1097,1,,Area,VERDE,AGRICOLO,,
89,1336,1,,Edificio,SOCIALE,CENTRO SOCIALE,LARGO DI VITTORIO GIUSEPPE,9
89,1659,1,,Edificio,SCUOLA,ELEMENTARE,LARGO DI VITTORIO GIUSEPPE,1
89,1747,3,14 6 7,Unità non abitativa,LOCALE,MAGAZZINO,PIAZZA GRANDI ACHILLE,5
89,1748,18,26 78 51 16 58 53 55 57 79 56 71 81 11 70 76 86 4 3,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),PIAZZA GRANDI ACHILLE,5
89,1812,8,44 56 31 61 64 67 49 65,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CAMPO MARIANO,17
89,1817,4,2 13 18 17,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CAMPO MARIANO,22
89,1819,10,11 16 18 12 15 3 7 17 13 5,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CAMPO MARIANO,24
89,1821,6,18 17 10 12 8 6,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CAMPO MARIANO,26
89,1937,1,,Edificio,SCUOLA,INFANZIA/PRIMARIA,VIA SACCO E VANZETTI,13
89,2310,1,,Edificio,SCUOLA,INFANZIA/PRIMARIA,VIA SACCO E VANZETTI,13
89,2321,1,,Edificio,SCUOLA,INFANZIA/PRIMARIA,VIA SACCO E VANZETTI,13
89,2423,1,,Edificio,SCUOLA,INFANZIA/PRIMARIA,VIA SACCO E VANZETTI,13
89,2860,1,,Edificio,SCUOLA,ASILO NIDO,VIALE XXVII MAGGIO,62
90,513,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIALE REGIONE SICILIANA S.E.,6371
90,3535,1,,Terreno,VERDE,AGRICOLO,CORSO DEI MILLE,
90,3538,1,,Terreno,VERDE,AGRICOLO,CORSO DEI MILLE,
90,3549,1,,Terreno,VERDE,AGRICOLO,CORSO DEI MILLE,
91,349,2,,Area,VERDE,AGRICOLO,,
91,1230,2,5 18,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA PECORAINO FILIPPO,162
92,266/A,1,,Edificio,SCUOLA,MEDIA,VIALE DI VITTORIO GIUSEPPE,11
92,3092,4,3 1 6 5,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERTETT LUIGI GEN.,116
94,1855,1,,Unità non abitativa,COMMERCIALE,OPIFICIO,VIA MESSINA MONTAGNE,8
95,616,1,,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA MESSINA MARINE,600
98,33,1,,Edificio,IMPIANTO TECNICO,POZZO,,
98,35,1,,Edificio,IMPIANTO TECNICO,POZZO,,
98,135,1,,Unità non abitativa,LOCALE,MAGAZZINO,VIA ZUPPETTA,
98,220,1,,Edificio,IMPIANTO TECNICO,POZZO,,
98,254,1,,Terreno,VERDE,FONDO,VIA FALSOMIELE,
98,267,1,,Terreno,VERDE,FONDO,VIA FALSOMIELE,
98,382,1,,Terreno,AREA,TERRENO,VIA V.53,SNC
98,553,1,,Terreno,AREA,TERRENO,VIA V.53,SNC
98,554,1,,Terreno,AREA,TERRENO,VIA V.53,SNC
98,555,1,,Terreno,AREA,TERRENO,VIA V.53,SNC
98,564,1,,Terreno,AREA,TERRENO CON EDIFICIOVIA V.53,,7
98,1890,1,,Terreno,AREA,TERRENO CON EDIFICIOVIA V.53,,7
100,688,1,,Edificio,IMPIANTO TECNICO,POZZO,VIA FALSOMIELE,85
100,1323,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1326,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1424,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1425,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1426,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1439,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1440,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA CASUZZE,4
100,1441,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA CASUZZE,4
100,1442,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA CASUZZE,4
100,1457,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1466,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA CASUZZE,4
100,1467,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA CASUZZE,4
100,1469,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA CASUZZE,4
100,1506,1,,Area,IMPIANTO TECNICO,POZZO,,
100,1508,1,,Area,IMPIANTO TECNICO,POZZO,,
101,64,1,,Terreno,AREA,TERRENO CON EDIFICIOVIA V.F.35,,SNC
101,407,1,,Terreno,AREA,TERRENO CON EDIFICIOVIA V.F.35,,31 - 33
101,488,1,,Terreno,AREA,TERRENO CON EDIFICIOVIA V.F.35,,31 - 33
101,492,1,,Terreno,AREA,TERRENO CON EDIFICIOVIA V.F.35,,SNC
103,233,1,,Area,IMPIANTO TECNICO,POZZO,VIA CIACULLI,
103,254,1,,Area,IMPIANTO TECNICO,POZZO,VIA CIACULLI,
103,443,1,,Terreno,VERDE,VILLA/GIARDINO,VIA MELENDEZ FRANCESCO,46-48-5
103,1041,1,,Terreno,VERDE,VILLA/GIARDINO,VIA MELENDEZ FRANCESCO,46-48-5
103,1042,1,,Terreno,VERDE,VILLA/GIARDINO,VIA MELENDEZ FRANCESCO,46-48-5
103,1907,1,,Area,AREA,PARZIALMENTE EDIFICATA,VIA TENAGLIA GIULIO,47
103,2222,1,1,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA TENAGLIA GIULIO,47
106,280,1,,Area,AREA,PARZIALMENTE EDIFICATA,VIA CIACULLI,429
106,1223,1,,Terreno,AREA,TERRENO CON EDIFICIOVIA CIACULLI,,246
106,1244,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA TOMASELLI ONOFRIO,
106,1318,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA TOMASELLI ONOFRIO,
107,0 892,1,41,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CIACULLI,128/D
107,517,1,,Terreno,VERDE,AGRICOLO,VIA VALDAURA,1
107,872,25,7 9 10 11 13 14 16 17 18 19 20 23 24 25 27 28 31 32 33 40 41 2 3 4 6,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA DI STEFANO GUIDO,1
107,873,2,8 9,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA DI STEFANO GUIDO,1
107,905,8,9 31 13 14 1 2 3 7,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA RACCUGLIA ANTONIO,23
107,906,7,18 13 3 6 5 11 4,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA RACCUGLIA ANTONIO,23
107,1063,1,,Edificio,IMPIANTO TECNICO,POZZO,VIA CASSARO,
107,1155,1,,Terreno,EDILIZIA RESIDENZIALE,NON CLASSIFICATO,VIA CONTE FEDERICO,273
109,31,1,,Terreno,AREA,TERRENO CON EDIFICIOCORSO DEI MILLE,,SNC
109,457,1,,Terreno,AREA,TERRENO CON EDIFICIOCORSO DEI MILLE,,SNC
111,265,1,,Area,IMPIANTO TECNICO,POZZO,,
111,316,1,,Area,IMPIANTO TECNICO,POZZO,,
111,743,1,,Area,IMPIANTO TECNICO,POZZO,,
112,256/2,1,,Area,IMPIANTO TECNICO,SERBATOIO,VIA GIBILROSSA,
112,475,1,,Area,IMPIANTO TECNICO,SERBATOIO,VIA GIBILROSSA,
112,898,1,,Terreno,AREA,PARZIALMENTE EDIFICATA,VIA ZERILLI FRANCESCO,
120,458,1,,Terreno,IMPIANTO SPORTIVO,CAMPO CALCIO,PIAZZA LINARES VINCENZO,
120,479,1,42,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA BONOMO GABRIELE,4
122,281,1,4,Unità non abitativa,LOCALE,MAGAZZINO,VIA SETTIMO RUGGERO,34
122,283,2,3 6,Unità non abitativa,LOCALE,MAGAZZINO,VIA SETTIMO RUGGERO,34
125,577,1,9,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA PACINI GIOVANNI,82
125,706,1,21,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA DI PAVIA VINCENZO,4
127,528,3,4 3,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA PRINCIPE DI S.GIUSEPPE,19
128,772,1,12,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BANDIERA,34
129,0000E,1,,Unità non abitativa,CULTO,CHIESA,VIA S.ALESSANDRO,1
129,355,1,,Edificio,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CIANCIOLO FRATELLI,12
129,1263,1,,Edificio,ARREDO URBANO,CHIOSCO,VIA CALA,84/A
131,315,3,4 5 1,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),CORTILE CONCA,6
131,321,6,1 2 6 7 8 9,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),CORTILE SCALILLA,12
131,325,3,2 3 1,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),CORTILE CONCA,6
131,417,1,4,Edificio,UFFICIO,UFFICIO COMUNALE,VIA DELLO SPIRITO SANTO,35/37
131,1089,1,,Edificio,SCUOLA,ELEMENTARE,PIAZZA GRAN CANCELLIERE,1
132,2,1,1,Unità non abitativa,LOCALE,MAGAZZINO,VIA PAPIRETO,02/04/2026
132,91,3,2 1,Unità non abitativa,LOCALE,MAGAZZINO,VIA FILIPPONE,16
