Data,Ora,Luogo,Tipologia,Feriti,latitude,longitude,Anno,Stagione,Mese,Giorno settimana,Giorno mese,Feriale/Weekend,Giorno/Notte,Condizioni luce (Visibilità),Fascia oraria (4 fasce),Fascia oraria dettagliata (6 fasce),Ora di punta (Picchi di traffico),UPL,Quartiere,Circoscrizione,Indirizzo,Coidvia
03/07/2015,10:48:00,VIA SAVONAROLA GIROLAMO nr. 50,F,1,38.12235851,13.32076896,2015,Estate,Luglio,Venerdì,3,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VILLA AZOTI NICOLO',61900
05/07/2015,03:36:00,VIALE LEONARDO DA VINCI altezza del civico 316,C,0,38.12685148,13.31861253,2015,Estate,Luglio,Domenica,5,Weekend,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
06/07/2015,07:12:00,VIALE LEONARDO DA VINCI intersezione con VIA,C,0,38.12684462,13.31813354,2015,Estate,Luglio,Lunedì,6,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
09/07/2015,03:36:00,VIALE LEONARDO DA VINCI altezza del civico 388,F,3,38.12689467,13.31974094,2015,Estate,Luglio,Giovedì,9,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
20/07/2015,08:24:00,VIALE LEONARDO DA VINCI altezza del civico 184,C,0,38.12744301,13.32469096,2015,Estate,Luglio,Lunedì,20,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
14/07/2015,00:00:00,PIAZZA EINSTEIN ALBERT intersezione VIALE LEONARDO,C,0,38.12859569,13.32969572,2015,Estate,Luglio,Martedì,14,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,PIAZZA EINSTEIN ALBERT,17460
23/07/2015,12:28:48,VIALE LEONARDO DA VINCI di fronte civico 184,C,0,38.12736719,13.3244303,2015,Estate,Luglio,Giovedì,23,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
25/07/2015,04:48:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) MAX,C,0,38.11988316,13.32854826,2015,Estate,Luglio,Sabato,25,Weekend,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
03/08/2015,08:24:00,VIALE REGIONE SICILIANA N.O. altezza del civico 2033,F,1,38.11967466,13.32846176,2015,Estate,Agosto,Lunedì,3,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
09/08/2015,09:36:00,VIALE REGIONE SICILIANA N.O. carr. centrale dir. Tp,F,1,38.12865088,13.32977432,2015,Estate,Agosto,Domenica,9,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,PIAZZA EINSTEIN ALBERT,17460
26/08/2015,02:24:00,VIA DI BLASI E. GIOVANNI intersezione con VIA FILINO DI,R,0,38.12316664,13.32119533,2015,Estate,Agosto,Mercoledì,26,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
30/08/2015,03:36:00,VIALE REGIONE SICILIANA N.O. nr. 478,F,1,38.1256001,13.32943318,2015,Estate,Agosto,Domenica,30,Weekend,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
16/09/2015,04:48:00,VIALE LEONARDO DA VINCI di fronte V. I. SILVESTRI,F,1,38.12692423,13.32117769,2015,Estate,Settembre,Mercoledì,16,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
15/09/2015,02:24:00,VIALE LEONARDO DA VINCI altezza (inters.) VIA BEATO,C,0,38.12703187,13.32303476,2015,Estate,Settembre,Martedì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
22/09/2015,00:00:00,VIALE LEONARDO DA VINCI intersezione con VIA,F,2,38.12692423,13.32117769,2015,Estate,Settembre,Martedì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
14/10/2015,03:36:00,VIALE REGIONE SICILIANA N.O. di fronte al civico 2000,F,1,38.12636649,13.32946134,2015,Autunno,Ottobre,Mercoledì,14,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
14/10/2015,06:00:00,VIALE LEONARDO DA VINCI pressi mcdolald,F,1,38.12768237,13.32567801,2015,Autunno,Ottobre,Mercoledì,14,Feriale,Notte,Buio,Mattina,Alba,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
21/10/2015,07:12:00,VIA TELESINO ALESSANDRO intersezione VIA DI BLASI E.,C,0,38.12266245,13.32691064,2015,Autunno,Ottobre,Mercoledì,21,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
21/10/2015,07:40:48,VIA TELESINO ALESSANDRO intersezione VIA DI BLASI E.,C,0,38.12268079,13.32693304,2015,Autunno,Ottobre,Mercoledì,21,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
25/10/2015,00:00:00,PIAZZA EINSTEIN ALBERT altezza (spec.) PARCO,C,0,38.12799674,13.32940135,2015,Autunno,Ottobre,Domenica,25,Weekend,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
05/11/2015,04:48:00,VIALE REGIONE SICILIANA S.E. altezza (inters.) VIA DI,F,1,38.12432366,13.32144261,2015,Autunno,Novembre,Giovedì,5,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI STEFANO GIUSEPPE,16900
10/11/2015,07:12:00,VIA RUGGERI LEONARDO intersezione con VIA DI BLASI E.,F,1,38.12380903,13.31822603,2015,Autunno,Novembre,Martedì,10,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
04/11/2015,10:48:00,PIAZZA EINSTEIN ALBERT altezza (inters.) VIALE,C,0,38.12865072,13.32976292,2015,Autunno,Novembre,Mercoledì,4,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,PIAZZA EINSTEIN ALBERT,17460
16/11/2015,03:36:00,VIALE REGIONE SICILIANA altezza (spec.) EX MAX LIVING,F,1,38.12271627,13.32879165,2015,Autunno,Novembre,Lunedì,16,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
24/11/2015,03:36:00,VIALE LEONARDO DA VINCI intersezione con VIA BEATO,C,0,38.12702269,13.32302356,2015,Autunno,Novembre,Martedì,24,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
01/12/2015,10:48:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) MAX,F,1,38.12579619,13.3292804,2015,Autunno,Dicembre,Martedì,1,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
03/12/2015,04:48:00,VIALE REGIONE SICILIANA N.O. in prossimità di C.so,F,1,38.1269984,13.3295382,2015,Autunno,Dicembre,Giovedì,3,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
03/12/2015,07:12:00,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA,C,0,38.12656436,13.32943401,2015,Autunno,Dicembre,Giovedì,3,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
10/12/2015,01:12:00,VIA BRAMANTE DONATO intersezione VIA BOVA,C,0,38.12625347,13.32532278,2015,Autunno,Dicembre,Giovedì,10,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA BOVA ANTONINO,6570
25/11/2015,03:36:00,VIA TELESINO ALESSANDRO intersezione VIA DI BLASI E.,C,0,38.12266261,13.32692204,2015,Autunno,Novembre,Mercoledì,25,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
16/12/2015,04:48:00,VIALE LEONARDO DA VINCI pressi fermata ruggeri,F,1,38.12683594,13.31815656,2015,Autunno,Dicembre,Mercoledì,16,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
18/12/2015,02:24:00,VIA DI BLASI E. GIOVANNI intersezione VIA SAVONAROLA,C,0,38.12322236,13.32068072,2015,Autunno,Dicembre,Venerdì,18,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VILLA AZOTI NICOLO',61900
19/12/2015,07:12:00,VIA DI BLASI E. GIOVANNI nr. 100/b,F,1,38.12370681,13.31863905,2015,Autunno,Dicembre,Sabato,19,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
22/12/2015,02:24:00,VIA SAVONAROLA GIROLAMO intersezione con VIA DI,C,0,38.12321352,13.32069233,2015,Autunno,Dicembre,Martedì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VILLA AZOTI NICOLO',61900
16/12/2015,06:43:12,VIALE REGIONE SICILIANA N.O. nr. 2055,C,0,38.12682642,13.32948508,2015,Autunno,Dicembre,Mercoledì,16,Feriale,Notte,Buio,Mattina,Alba,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
31/12/2015,00:00:00,VIALE LEONARDO DA VINCI pressi p.zza COLLEGGIO,F,1,38.12729073,13.32412403,2015,Autunno,Dicembre,Giovedì,31,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
31/12/2015,03:36:00,AUSONIA (inters.) PRAGA,F,1,38.12845237,13.32975603,2015,Autunno,Dicembre,Giovedì,31,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,PIAZZA EINSTEIN ALBERT,17460
07/04/2016,09:36:00,VIA UDITORE nr. 2,C,,38.126118,13.329079,2016,Primavera,Aprile,Giovedì,7,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
08/04/2016,02:24:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) VIA,C,,38.120173,13.328667,2016,Primavera,Aprile,Venerdì,8,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
05/02/2016,10:48:00,VIALE REGIONE SICILIANA N.O. in prossimità di SOTT,F,,38.128669,13.329763,2016,Inverno,Febbraio,Venerdì,5,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
11/04/2016,00:00:00,VIALE REGIONE SICILIANA N.O. intersezione con VIA,F,,38.124398,13.329198,2016,Primavera,Aprile,Lunedì,11,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
24/02/2016,04:48:00,VIALE REGIONE SICILIANA N.O. intersezione con VIA,F,,38.12307,13.328978,2016,Inverno,Febbraio,Mercoledì,24,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
22/05/2016,07:12:00,VIALE LEONARDO DA VINCI di fronte al civico 394,F,,38.126776,13.315876,2016,Primavera,Maggio,Domenica,22,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
14/06/2016,00:00:00,VIALE LEONARDO DA VINCI intersezione VIA RUGGERI,C,,38.126818,13.318134,2016,Primavera,Giugno,Martedì,14,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
20/06/2016,07:12:00,VIALE REGIONE SICILIANA N.O. intersezione VIA DI BLASI,F,,38.122445,13.328695,2016,Primavera,Giugno,Lunedì,20,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
16/05/2016,07:12:00,VIALE LEONARDO DA VINCI intersezione VIA BEATO ANGELICO,C,,38.127023,13.323024,2016,Primavera,Maggio,Lunedì,16,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
27/05/2016,03:36:00,PIAZZA EINSTEIN ALBERT pressi MC DONALD,F,,38.128229,13.329282,2016,Primavera,Maggio,Venerdì,27,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
20/05/2016,00:00:00,VIALE REGIONE SICILIANA N.O.,F,,38.12624,13.329407,2016,Primavera,Maggio,Venerdì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
25/05/2016,12:00:00,VIALE LEONARDO DA VINCI intersezione VIA BEATO,F,,38.127032,13.323058,2016,Primavera,Maggio,Mercoledì,25,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
12/01/2016,01:12:00,VIA MAIORANA ANGELO altezza del civico 2,C,,38.125476,13.322009,2016,Inverno,Gennaio,Martedì,12,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA MAIORANA ANGELO,26270
09/03/2016,00:00:00,VIALE REGIONE SICILIANA N.O. pressi N° 11,F,,38.121708,13.328894,2016,Inverno,Marzo,Mercoledì,9,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
30/03/2016,10:48:00,VIALE LEONARDO DA VINCI intersezione con VIA CASALINI,F,,38.127616,13.325451,2016,Inverno,Marzo,Mercoledì,30,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
31/05/2016,03:36:00,VIALE LEONARDO DA VINCI intersezione VIA RUGGERI,F,,38.126827,13.318145,2016,Primavera,Maggio,Martedì,31,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
31/05/2016,10:48:00,VIALE LEONARDO DA VINCI  mac donald,F,,38.128467,13.328877,2016,Primavera,Maggio,Martedì,31,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
15/03/2016,03:36:00,VIALE REGIONE SICILIANA N.O. altezza del civico 2000,F,,38.121354,13.328686,2016,Inverno,Marzo,Martedì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
01/04/2016,03:36:00,VIA DI BLASI E. GIOVANNI intersezione con VIA POLITO,F,,38.123647,13.31888,2016,Primavera,Aprile,Venerdì,1,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
22/05/2016,13:12:00,VIA SANGIORGI SALVATORE,F,,38.125503,13.318244,2016,Primavera,Maggio,Domenica,22,Weekend,Giorno,Luce,Pomeriggio,Pranzo,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DE GROSSIS CARLO,15880
08/03/2016,00:00:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) by pass,F,,38.12214,13.32885,2016,Inverno,Marzo,Martedì,8,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
15/04/2016,00:00:00,PIAZZA EINSTEIN ALBERT pressi l.do da vinci,F,,38.128515,13.329104,2016,Primavera,Aprile,Venerdì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
05/04/2016,08:24:00,VIALE REGIONE SICILIANA altezza (spec.) hotel idea,F,,38.128098,13.329536,2016,Primavera,Aprile,Martedì,5,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
21/04/2016,10:48:00,VIALE LEONARDO DA VINCI,C,,38.126822,13.318465,2016,Primavera,Aprile,Giovedì,21,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
16/03/2016,04:48:00,VIALE REGIONE SICILIANA N.O. in prossimità di PIAZ.LE,F,,38.128615,13.329809,2016,Inverno,Marzo,Mercoledì,16,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,PIAZZA EINSTEIN ALBERT,17460
01/05/2016,07:12:00,VIALE REGIONE SICILIANA N.O.,C,,38.124244,13.32911,2016,Primavera,Maggio,Domenica,1,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
04/05/2016,03:36:00,VIALE LEONARDO DA VINCI  352,F,,38.126739,13.31582,2016,Primavera,Maggio,Mercoledì,4,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
05/02/2016,07:12:00,VIALE REGIONE SICILIANA N.O. nr. 1109/b,F,,38.120743,13.328802,2016,Inverno,Febbraio,Venerdì,5,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
08/02/2016,07:12:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale CIV.,F,,38.120398,13.328605,2016,Inverno,Febbraio,Lunedì,8,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
22/04/2016,02:24:00,VIA DI BLASI E. GIOVANNI intersezione LARGO NOBILE,C,,38.123076,13.321802,2016,Primavera,Aprile,Venerdì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI BLASI G. EVANGELISTA,16390
12/05/2016,04:48:00,VIALE REGIONE SICILIANA N.O. pressi Hotel Dea,C,,38.127142,13.329249,2016,Primavera,Maggio,Giovedì,12,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
17/05/2016,09:36:00,VIA DI GIORGI FERDINANDO,F,,38.125787,13.328014,2016,Primavera,Maggio,Martedì,17,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI GIORGI FERDINANDO,16540
26/04/2016,07:12:00,VIA GRAF ARTURO intersezione VIA TELESINO,F,,38.125865,13.327819,2016,Primavera,Aprile,Martedì,26,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA DI GIORGI FERDINANDO,16540
19/04/2016,04:48:00,VIALE REGIONE SICILIANA N.O. pressi MOTE AGIP,F,,38.128053,13.329583,2016,Primavera,Aprile,Martedì,19,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
29/09/2016,07:12:00,VIALE REGIONE SICILIANA N.O.,F,,38.126157,13.328668,2016,Estate,Settembre,Giovedì,29,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA UDITORE,54470
24/08/2016,12:00:00,VIALE REGIONE SICILIANA N.O.,F,,38.121934,13.328889,2016,Estate,Agosto,Mercoledì,24,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
20/11/2016,12:00:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) HOTEL,F,,38.127679,13.32926,2016,Autunno,Novembre,Domenica,20,Weekend,Giorno,Luce,Pomeriggio,Pranzo,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
19/08/2016,00:00:00,VIALE LEONARDO DA VINCI intersezione VIA RUGGERI,C,,38.126808,13.3181,2016,Estate,Agosto,Venerdì,19,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
26/11/2016,09:36:00,VIALE LEONARDO DA VINCI altezza del civico 392,C,,38.126648,13.315754,2016,Autunno,Novembre,Sabato,26,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
29/11/2016,06:00:00,VIA BRAMANTE DONATO pressi civ.03,C,,38.127414,13.325182,2016,Autunno,Novembre,Martedì,29,Feriale,Notte,Buio,Mattina,Alba,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA BRAMANTE DONATO,7260
12/10/2016,10:48:00,VIALE LEONARDO DA VINCI intersezione VIA RUGGERI,C,,38.126818,13.318157,2016,Autunno,Ottobre,Mercoledì,12,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
23/10/2016,07:12:00,VIALE REGIONE SICILIANA N.O. carr. centrale dir.tp max livi,F,,38.120486,13.3285,2016,Autunno,Ottobre,Domenica,23,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
16/07/2016,07:12:00,VIALE REGIONE SICILIANA N.O.,F,,38.127152,13.329535,2016,Estate,Luglio,Sabato,16,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
08/12/2016,07:12:00,VIA GUARNERI ANDREA altezza del civico 4,F,,38.125481,13.319192,2016,Autunno,Dicembre,Giovedì,8,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA GUARNERI ANDREA,22190
18/10/2016,08:24:00,VIALE REGIONE SICILIANA N.O. pressi hotel dea,C,,38.12745,13.329631,2016,Autunno,Ottobre,Martedì,18,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE REGIONE SICILIANA N.O.,41410
07/09/2016,09:36:00,VIA TELESINO ALESSANDRO intersezione VIA DI BLASI E.,C,,38.12428,13.327205,2016,Estate,Settembre,Mercoledì,7,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA TELESINO ALESSANDRO,49990
13/07/2016,07:12:00,VIALE REGIONE SICILIANA N.O. pressi via perpignano,F,,38.119415,13.328593,2016,Estate,Luglio,Mercoledì,13,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIA PERPIGNANO,35040
31/10/2016,07:12:00,VIALE LEONARDO DA VINCI intersezione VIA SILVESTRI,F,,38.126906,13.32119,2016,Autunno,Ottobre,Lunedì,31,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
20/04/2016,03:36:00,PIAZZA EINSTEIN ALBERT in prossimità di L.DO DA VINCI,C,,38.128498,13.32915,2016,Primavera,Aprile,Mercoledì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Leonardo da Vinci - Di Blasi,Uditore - Passo di Rigano,V,VIALE LEONARDO DA VINCI,23980
