Data,Ora,Luogo,Tipologia,Feriti,latitude,longitude,Anno,Stagione,Mese,Giorno settimana,Giorno mese,Feriale/Weekend,Giorno/Notte,Condizioni luce (Visibilità),Fascia oraria (4 fasce),Fascia oraria dettagliata (6 fasce),Ora di punta (Picchi di traffico),UPL,Quartiere,Circoscrizione,Indirizzo,Coidvia
01/01/2015,03:36:00,VIA CATALANO intersezione VIA APOLLO,F,1,38.19790675,13.31415859,2015,Inverno,Gennaio,Giovedì,1,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA APOLLO,2630
02/01/2015,03:36:00,VIALE REGINA ELENA altezza del civico 25-a,C,0,38.19634746,13.33369822,2015,Inverno,Gennaio,Venerdì,2,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
08/01/2015,00:00:00,VIALE MARGHERITA DI SAVOIA di fronte al civico 107,F,1,38.19544752,13.3318803,2015,Inverno,Gennaio,Giovedì,8,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
09/01/2015,07:12:00,VIA TORRE DI MONDELLO nr. 8,F,1,38.20700792,13.32608878,2015,Inverno,Gennaio,Venerdì,9,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA TORRE DI MONDELLO,51030
12/01/2015,00:00:00,VIALE PRINCIPESSA IOLANDA intersezione VIALE ORFEO,F,4,38.19447098,13.33418633,2015,Inverno,Gennaio,Lunedì,12,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPESSA IOLANDA,38990
23/01/2015,12:00:00,VIALE PRINCIPE DI SCALEA nr. 31,C,0,38.19993322,13.32667336,2015,Inverno,Gennaio,Venerdì,23,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
31/01/2015,07:12:00,VIALE VENERE intersezione con PIAZZA CASTELFORTE,C,0,38.1889753,13.32352168,2015,Inverno,Gennaio,Sabato,31,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
31/01/2015,07:12:00,VIALE VENERE intersezione con PIAZZA CASTELFORTE,C,0,38.18898496,13.32356713,2015,Inverno,Gennaio,Sabato,31,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
01/02/2015,03:36:00,VIALE MARGHERITA DI SAVOIA in prossimità di civico 119,F,1,38.18635603,13.33322948,2015,Inverno,Febbraio,Domenica,1,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
11/02/2015,07:12:00,VIALE DELL'OLIMPO altezza del civico 4,R,3,38.18900324,13.30351698,2015,Inverno,Febbraio,Mercoledì,11,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
09/02/2015,07:12:00,VIA MARINAI ALLIATA nr. 19,C,0,38.18662979,13.32903302,2015,Inverno,Febbraio,Lunedì,9,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA MARINAI ALLIATA,27020
24/02/2015,09:36:00,VIALE VENERE altezza (inters.) VIALE MARGHERITA DI,C,0,38.19009681,13.33266464,2015,Inverno,Febbraio,Martedì,24,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
06/03/2015,02:24:00,VIA CASTELFORTE nr. 10 G,C,0,38.1829031,13.32489393,2015,Inverno,Marzo,Venerdì,6,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA CASTELFORTE,10910
09/03/2015,07:12:00,VIALE VENERE altezza (inters.) VIALE MARGHERITA DI,C,0,38.19010614,13.33268727,2015,Inverno,Marzo,Lunedì,9,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
09/03/2015,07:12:00,VIALE MARGHERITA DI SAVOIA altezza (inters.) VIA,F,2,38.19014217,13.33268645,2015,Inverno,Marzo,Lunedì,9,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
16/03/2015,07:12:00,VIALE VENERE pressi 39,C,0,38.18982428,13.32997621,2015,Inverno,Marzo,Lunedì,16,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
24/03/2015,02:24:00,VIA TIMEO nr. 44,C,0,38.19634253,13.30690936,2015,Inverno,Marzo,Martedì,24,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA TIMEO,50340
30/03/2015,07:12:00,VIALE AIACE pressi via pt 13,C,0,38.19727931,13.30251413,2015,Inverno,Marzo,Lunedì,30,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE AIACE,1290
02/04/2015,12:00:00,VIA PAZIENZA intersezione VIA DIOMEDE,F,1,38.20009959,13.31813912,2015,Primavera,Aprile,Giovedì,2,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PAZIENZA,34670
03/04/2015,07:12:00,VIA IANDOLINO LORENZO nr. 54,F,1,38.19664307,13.31276036,2015,Primavera,Aprile,Venerdì,3,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA IANDOLINO LORENZO,22570
12/04/2015,04:48:00,VIALE DELL'OLIMPO di fronte al civico 1/A,F,2,38.18879858,13.31998621,2015,Primavera,Aprile,Domenica,12,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
05/04/2015,07:12:00,LUNGOMARE COLOMBO CRISTOFORO nr. 1824,F,1,38.18337419,13.36404347,2015,Primavera,Aprile,Domenica,5,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
20/04/2015,06:00:00,VIALE DELL'OLIMPO altezza del civico 32,F,1,38.18881022,13.31954064,2015,Primavera,Aprile,Lunedì,20,Feriale,Notte,Buio,Mattina,Alba,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
22/04/2015,10:48:00,LUNGOMARE COLOMBO CRISTOFORO di fronte al civico,F,1,38.18550605,13.36182647,2015,Primavera,Aprile,Mercoledì,22,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
27/04/2015,07:12:00,VIALE PRINCIPE DI SCALEA altezza del civico 50b,C,0,38.19925947,13.3274539,2015,Primavera,Aprile,Lunedì,27,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
29/04/2015,10:48:00,VIALE PRINCIPESSA IOLANDA intersezione VIALE,F,1,38.19631418,13.3338931,2015,Primavera,Aprile,Mercoledì,29,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
22/05/2015,10:48:00,VIALE PERTINI SANDRO nr. 1562,R,0,38.18754237,13.31470588,2015,Primavera,Maggio,Venerdì,22,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PERTINI SANDRO,39959
22/05/2015,04:48:00,VIA SOFOCLE pressi civico2,F,1,38.1913553,13.30539207,2015,Primavera,Maggio,Venerdì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA SOFOCLE,48430
24/05/2015,00:00:00,LUNGOMARE COLOMBO CRISTOFORO altezza del civico,F,1,38.18716143,13.36033935,2015,Primavera,Maggio,Domenica,24,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
25/05/2015,04:48:00,VIALE DELL'OLIMPO nr. 26/H,F,2,38.18890128,13.30831483,2015,Primavera,Maggio,Lunedì,25,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
01/06/2015,00:00:00,VIALE PRINCIPE DI SCALEA altezza (inters.) VIA CIRCE,C,0,38.20337908,13.32439038,2015,Primavera,Giugno,Lunedì,1,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA CIRCE,12530
02/06/2015,08:24:00,LUNGOMARE COLOMBO CRISTOFORO nr. 1000,F,1,38.18617151,13.36108085,2015,Primavera,Giugno,Martedì,2,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA TASMAN ABELE,49800
04/06/2015,07:12:00,VIA IANDOLINO LORENZO altezza (inters.) VIA,F,1,38.19647386,13.31227325,2015,Primavera,Giugno,Giovedì,4,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA IANDOLINO LORENZO,22570
04/06/2015,02:24:00,VIALE DELL'OLIMPO di fronte al civico 6,F,1,38.18880168,13.32020307,2015,Primavera,Giugno,Giovedì,4,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
24/06/2015,07:12:00,VIALE VENERE altezza del civico 10,F,1,38.18982233,13.32983924,2015,Primavera,Giugno,Mercoledì,24,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
23/06/2015,04:48:00,VIALE REGINA ELENA intersezione VIA OLEANDRI,C,0,38.19807088,13.33005044,2015,Primavera,Giugno,Martedì,23,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA OLEANDRI,32010
27/06/2015,07:12:00,VIA MARINAI ALLIATA in direzione di - VIALE DEI LILLA',F,1,38.19323237,13.32946445,2015,Primavera,Giugno,Sabato,27,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA MARINAI ALLIATA,27020
27/06/2015,04:48:00,VIALE DELL'OLIMPO nr. 30,C,0,38.18887832,13.30797282,2015,Primavera,Giugno,Sabato,27,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
28/06/2015,07:12:00,LUNGOMARE COLOMBO CRISTOFORO altezza (spec.),R,1,38.1788608,13.36608521,2015,Primavera,Giugno,Domenica,28,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
28/06/2015,06:00:00,VIA ARMIDA intersezione con VIALE DEGLI IRIS,C,0,38.19848723,13.32701479,2015,Primavera,Giugno,Domenica,28,Weekend,Notte,Buio,Mattina,Alba,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DEGLI IRIS,22940
30/06/2015,07:12:00,VIALE PRINCIPE DI SCALEA altezza (inters.) VIA,F,1,38.20269243,13.32489718,2015,Primavera,Giugno,Martedì,30,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
29/06/2015,03:36:00,PIAZZA CASTELFORTE intersezione VIA CASTELFORTE,C,0,38.18997454,13.3215577,2015,Primavera,Giugno,Lunedì,29,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA CASTELFORTE,10910
08/07/2015,12:00:00,VIALE GALATEA intersezione con VIALE DEL CICLOPE,C,0,38.20112633,13.32376827,2015,Estate,Luglio,Mercoledì,8,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE GALATEA,19960
08/07/2015,07:12:00,LUNGOMARE COLOMBO CRISTOFORO intersezione con,F,1,38.19143901,13.34344712,2015,Estate,Luglio,Mercoledì,8,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA GIOVANNI DA CARTAGENA,21310
11/07/2015,09:36:00,VIA IANDOLINO LORENZO nr. 50,C,0,38.1966909,13.31295338,2015,Estate,Luglio,Sabato,11,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA IANDOLINO LORENZO,22570
13/07/2015,00:00:00,VIA CASTELFORTE di fronte al civico 100,F,2,38.19190084,13.31825926,2015,Estate,Luglio,Lunedì,13,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA CASTELFORTE,10910
15/07/2015,00:00:00,VIA IANDOLINO LORENZO altezza del civico 67,F,2,38.19639867,13.31205802,2015,Estate,Luglio,Mercoledì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA IANDOLINO LORENZO,22570
27/06/2015,10:48:00,VIALE PRINCIPE DI SCALEA intersezione VIALE DELLE,C,0,38.20043232,13.32628509,2015,Primavera,Giugno,Sabato,27,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE ROSE,42440
11/07/2015,00:00:00,VIALE MARGHERITA DI SAVOIA angolo VIALE VENERE,F,2,38.19010614,13.33268727,2015,Estate,Luglio,Sabato,11,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
24/07/2015,12:00:00,VIALE DELLE PALME nr. 29,F,1,38.19535927,13.33391487,2015,Estate,Luglio,Venerdì,24,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE PALME,33730
26/07/2015,00:00:00,VIALE PRINCIPE DI SCALEA altezza (inters.) VIALE DELLE,F,2,38.20043232,13.32628509,2015,Estate,Luglio,Domenica,26,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE ROSE,42440
29/07/2015,07:12:00,VIALE PRINCIPE DI SCALEA intersezione VIALE DELLE,F,2,38.20514806,13.3239501,2015,Estate,Luglio,Mercoledì,29,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
02/08/2015,03:36:00,VIA PARTANNA MONDELLO intersezione VIALE AIACE,F,1,38.19905408,13.30684654,2015,Estate,Agosto,Domenica,2,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE AIACE,1290
05/08/2015,07:12:00,VIALE MARGHERITA DI SAVOIA altezza (spec.) VIALE,C,0,38.19210297,13.33242477,2015,Estate,Agosto,Mercoledì,5,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
23/07/2015,07:12:00,VIA GLAUCO altezza del civico 2,C,0,38.20134121,13.32619575,2015,Estate,Luglio,Giovedì,23,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA GLAUCO,21550
10/08/2015,00:00:00,VIA TORRE INGASTONE altezza (spec.) La Torre,F,1,38.20708097,13.32615563,2015,Estate,Agosto,Lunedì,10,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA TORRE DI MONDELLO,51030
10/08/2015,07:12:00,LUNGOMARE COLOMBO CRISTOFORO altezza del civico,F,1,38.18870838,13.34983448,2015,Estate,Agosto,Lunedì,10,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
11/08/2015,03:36:00,VIA IANDOLINO LORENZO altezza (inters.) VIA,C,0,38.19701015,13.31384812,2015,Estate,Agosto,Martedì,11,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA IANDOLINO LORENZO,22570
11/08/2015,07:12:00,VIALE GALATEA altezza del civico 41,F,1,38.19890322,13.3195484,2015,Estate,Agosto,Martedì,11,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE GALATEA,19960
15/08/2015,07:12:00,VIALE MARGHERITA DI SAVOIA altezza (inters.) VIALE,F,2,38.19010614,13.33268727,2015,Estate,Agosto,Sabato,15,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
16/08/2015,07:12:00,VIA POLIBIO intersezione PIAZZA DELLA SERENITA',F,1,38.1981441,13.30998508,2015,Estate,Agosto,Domenica,16,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA PANDORA,33880
18/08/2015,04:48:00,VIALE PRINCIPE DI SCALEA altezza (inters.) VIALE DEGLI,F,1,38.19734337,13.32958745,2015,Estate,Agosto,Martedì,18,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
18/08/2015,07:12:00,VIA CATALANO intersezione con VIA APOLLO,F,2,38.19791576,13.31415838,2015,Estate,Agosto,Martedì,18,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA APOLLO,2630
20/08/2015,12:00:00,VIA ATLANTE intersezione con VIA POLIBIO,C,0,38.19822469,13.30994896,2015,Estate,Agosto,Giovedì,20,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PANDORA,33880
23/08/2015,10:48:00,VIALE PRINCIPESSA IOLANDA intersezione con VIALE,F,2,38.1953432,13.33405226,2015,Estate,Agosto,Domenica,23,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE PALME,33730
25/08/2015,02:38:24,VIALE REGINA ELENA nr. 11,F,3,38.19702191,13.33169592,2015,Estate,Agosto,Martedì,25,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
27/08/2015,07:12:00,VIA PIANO DI GALLO nr. 38,F,2,38.20875584,13.32859561,2015,Estate,Agosto,Giovedì,27,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA PIANO DI GALLO,35320
28/08/2015,03:36:00,VIA OASI VERDE altezza (inters.) VIA ASPASIA,C,0,38.18693858,13.31219652,2015,Estate,Agosto,Venerdì,28,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA OASI VERDE,31900
31/08/2015,07:12:00,VIA APOLLO nr. 44,F,1,38.19868019,13.31593359,2015,Estate,Agosto,Lunedì,31,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA APOLLO,2630
01/09/2015,07:12:00,LUNGOMARE COLOMBO CRISTOFORO intersezione con,F,1,38.18122815,13.36524457,2015,Estate,Settembre,Martedì,1,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
28/08/2015,09:36:00,VIA MONDELLO altezza del civico 28,C,0,38.20682931,13.32493939,2015,Estate,Agosto,Venerdì,28,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA MONDELLO,29370
13/09/2015,04:48:00,VIALE MARGHERITA DI SAVOIA intersezione VIALE,F,1,38.19139242,13.33252091,2015,Estate,Settembre,Domenica,13,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE SATURNO,46640
16/09/2015,07:12:00,VIALE DELLE PALME altezza (inters.) VIALE PRINCIPESSA,F,1,38.19534303,13.33404085,2015,Estate,Settembre,Mercoledì,16,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE PALME,33730
18/09/2015,07:12:00,VIALE DELL'OLIMPO altezza (inters.) VIA CHIRONE,F,2,38.1888407,13.31915174,2015,Estate,Settembre,Venerdì,18,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
19/09/2015,10:48:00,VIALE PRINCIPE DI SCALEA altezza del civico 31/A,F,1,38.19960543,13.32706913,2015,Estate,Settembre,Sabato,19,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,LARGO HACK MARGHERITA,62610
27/09/2015,10:48:00,VIALE MARGHERITA DI SAVOIA altezza del civico 72,M,1,38.18671589,13.33318703,2015,Estate,Settembre,Domenica,27,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
27/09/2015,12:00:00,VIALE PRINCIPESSA MARIA altezza (inters.) LUNGOMARE,F,3,38.19561773,13.33688931,2015,Estate,Settembre,Domenica,27,Weekend,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE PALME,33730
07/10/2015,00:00:00,VIALE GALATEA intersezione con VIA PALINURO,F,4,38.19872683,13.31918704,2015,Autunno,Ottobre,Mercoledì,7,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA ASTEROPE,3290
11/10/2015,09:36:00,VIA CATALANO intersezione con VIA APOLLO,F,2,38.19791592,13.3141698,2015,Autunno,Ottobre,Domenica,11,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA APOLLO,2630
13/10/2015,07:12:00,VIA PANDORA nr. 8,F,2,38.19911879,13.30946009,2015,Autunno,Ottobre,Martedì,13,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA PANDORA,33880
22/10/2015,00:00:00,VIALE PERTINI SANDRO altezza del civico 110,F,1,38.18887136,13.3137504,2015,Autunno,Ottobre,Giovedì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
25/10/2015,00:00:00,VIA CATALANO AGOSTINO altezza del civico 2,C,0,38.19951255,13.31365335,2015,Autunno,Ottobre,Domenica,25,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA CATALANO,11210
06/11/2015,00:00:00,VIA AMARILLI altezza del civico 3,F,1,38.19648414,13.30610675,2015,Autunno,Novembre,Venerdì,6,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA AMARILLI,1990
07/11/2015,02:24:00,VIA ARMIDA intersezione VIALE DEGLI IRIS,C,0,38.19846021,13.32701541,2015,Autunno,Novembre,Sabato,7,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DEGLI IRIS,22940
15/11/2015,07:12:00,VIALE ITALIA intersezione VIA ARGONAUTI,R,1,38.19361723,13.33117986,2015,Autunno,Novembre,Domenica,15,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA ARGONAUTI,2990
19/11/2015,00:00:00,VIA MONDELLO altezza del civico 14,F,2,38.20691202,13.3250517,2015,Autunno,Novembre,Giovedì,19,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA MONDELLO,29370
22/11/2015,00:00:00,VIA APOLLO intersezione VIA CATALANO,C,0,38.19791576,13.31415838,2015,Autunno,Novembre,Domenica,22,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA APOLLO,2630
25/11/2015,10:48:00,VIA POLIBIO intersezione con VIA CASTORE,F,2,38.19743145,13.30743225,2015,Autunno,Novembre,Mercoledì,25,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIA POLIBIO,38040
29/11/2015,10:48:00,VIA MONDELLO intersezione VIA TERZA COMPAGNIA,F,1,38.20750784,13.32575755,2015,Autunno,Novembre,Domenica,29,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIA MONDELLO,29370
01/12/2015,08:24:00,VIA PARTANNA MONDELLO altezza del civico 74/A,F,1,38.19549244,13.30670067,2015,Autunno,Dicembre,Martedì,1,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA PARTANNA MONDELLO,34380
02/12/2015,04:48:00,VIALE GALATEA intersezione VIALE DEL CICLOPE,F,2,38.20112633,13.32376827,2015,Autunno,Dicembre,Mercoledì,2,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE GALATEA,19960
02/12/2015,09:36:00,VIA MATTEI altezza del civico 23/E,F,1,38.19476627,13.32139058,2015,Autunno,Dicembre,Mercoledì,2,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA MATTEI,27570
30/12/2015,07:12:00,VIA PAZIENZA di fronte al civico 26/B,C,0,38.20143593,13.31958152,2015,Autunno,Dicembre,Mercoledì,30,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA PAZIENZA,34670
31/12/2015,08:24:00,VIA POLIBIO intersezione con VIA PANDORA,C,0,38.19803699,13.31005608,2015,Autunno,Dicembre,Giovedì,31,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA ATLANTE,3330
07/04/2016,04:48:00,VIA PARTANNA MONDELLO intersezione con PIAZZALE,F,,38.189979,13.299315,2016,Primavera,Aprile,Giovedì,7,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PARTANNA MONDELLO,34380
13/04/2016,03:36:00,LUNGOMARE COLOMBO CRISTOFORO altezza del civico,F,,38.179543,13.365876,2016,Primavera,Aprile,Mercoledì,13,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
19/03/2016,09:36:00,PIAZZA MONDELLO altezza del civico 28,F,,38.207882,13.326685,2016,Inverno,Marzo,Sabato,19,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,PIAZZA MONDELLO,29380
05/04/2016,07:12:00,VIA PENELOPE di fronte al civico 7,C,,38.193229,13.327341,2016,Primavera,Aprile,Martedì,5,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA PENELOPE,34830
